"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed","Alias","Assignee Real Name","Hardware","Keywords","Number of Comments","Opened","OS","Priority","Reporter","Reporter Real Name","Severity","Version","Target Milestone","Tags","URL"
8610,"Apache httpd-2","Build","bugs","CLOSED","FIXED","Broken to build httpd-2.0.35 at linux (atomic)","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,2,"2002-04-29 03:02:36","Linux","P3","wra_eng","WrA","normal","2.0.35","---",,
8625,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","ProxyPassReverse uses ServerName rather than requested host in ServerAliases","2004-11-16 19:05:39",,"HTTP Server Documentation List","All",,5,"2002-04-29 15:40:49","All","P5","jonathan.apache","Jonathan Layes","enhancement","2.0-HEAD","---",,
8629,"Apache httpd-2","Build","bugs","CLOSED","LATER","make fails to detect libexpat.so correctly","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,2,"2002-04-29 18:42:40","Linux","P3","patrick","Patrick Mackinlay","minor","2.0.35","---",,"na"
8633,"Apache httpd-1.3","Other","bugs","CLOSED","WONTFIX","[RFE] Add application/x-rar-compressed rar to conf/mime.types","2006-02-25 23:44:53",,"Apache HTTPD Bugs Mailing List","All",,2,"2002-04-30 00:28:20","All","P3","pmsyyz","Phillip M. Stewart","minor","1.3.23","---",,
8636,"Apache httpd-1.3","mod_proxy","bugs","CLOSED","INVALID","https proxy","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","Other",,2,"2002-04-30 03:54:03","other","P3","cn_liqy","liqy","normal","1.3.24","---",,
8643,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","Online docs have incorrect link","2004-11-16 19:05:39",,"HTTP Server Documentation List","All",,2,"2002-04-30 09:15:38","All","P3","nelson","Nelson Arzola","minor","2.0.35","---",,
8659,"Apache httpd-2","Other Modules","bugs","CLOSED","INVALID","httpd fails to start if a (module's) log file isnt touch-ed","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,5,"2002-04-30 14:11:03","Linux","P3","gw","Mitja Bezget","normal","2.0.35","---",,
8663,"Apache httpd-2","Core","bugs","CLOSED","WORKSFORME","ServerSignature can not be turned off","2005-03-20 17:06:12",,"Apache HTTPD Bugs Mailing List","PC",,2,"2002-04-30 15:29:11","All","P3","vwi-admin","Peter Steiner","normal","2.0.35","---",,
8671,"Apache httpd-2","All","bugs","CLOSED","DUPLICATE","Stuck httpd processes on Solaris 8 generate high load","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","Sun",,2,"2002-04-30 17:34:37","Solaris","P3","dcook","David Cook","critical","2.0.35","---",,"http://www.cookwareinc.com"
8672,"Apache httpd-1.3","mod_proxy","bugs","CLOSED","INVALID","mod_proxy HTTP/1.1 delay","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","Sun",,3,"2002-04-30 17:37:59","Solaris","P3","mike","Mike Barrett","major","1.3.24","---",,
8673,"Apache httpd-2","mod_proxy","bugs","CLOSED","INVALID","mod_proxy dropping content length header","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","All",,2,"2002-04-30 18:40:09","All","P3","phillip.rhodes","Phillip Rhodes","major","2.0.35","---",,
8677,"Apache httpd-2","mod_proxy","bugs","CLOSED","DUPLICATE","mod_proxy ALWAYS nukes Content-Length","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","All",,11,"2002-04-30 19:21:44","All","P3","tim.mcbride","Tim McBride","major","2.0.35","---",,
8678,"Apache httpd-2","Build","bugs","CLOSED","DUPLICATE","apxs not layout aware","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","All",,2,"2002-04-30 19:24:12","All","P3","grueneberg","Andre Grueneberg","normal","2.0.35","---",,
8683,"Apache httpd-1.3","Build","bugs","CLOSED","WONTFIX","Insecure file permissions - make install","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,2,"2002-04-30 22:38:08","Linux","P3","jr-apachebugs2","JR","normal","1.3.24","---",,
8696,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","Links to oreilly dead","2004-11-16 19:05:39",,"HTTP Server Documentation List","All",,2,"2002-05-01 13:55:30","other","P3","lmarcoux","Laurent Marcoux","minor","2.0.35","---",,"//http://httpd.apache.org/docs-2.0/misc/tutorials.html"
8707,"Apache httpd-2","Build","bugs","CLOSED","FIXED","Apache make fails in AIX 5.1","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","Other",,5,"2002-05-01 18:33:46","AIX","P3","tfan","Tony Fan","normal","2.0.35","---",,
8712,"Apache httpd-1.3","Build","bugs","CLOSED","DUPLICATE","apxs build of mod_php4 modifies httpd.conf incorrectly","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","All",,3,"2002-05-01 21:25:39","All","P3","ler","Larry Rosenman","normal","HEAD","---",,
8713,"Apache httpd-2","mod_dav","bugs","NEEDINFO","---","No Errorlog on PROPFIND/Depth:Infinity","2009-05-21 07:47:37",,"Apache HTTPD Bugs Mailing List","All",,6,"2002-05-01 21:55:35","All","P3","slive","Joshua Slive","minor","2.0-HEAD","---",,
8714,"Apache httpd-2","Build","bugs","CLOSED","WONTFIX","buildconf uses bad syntax","2005-03-20 17:06:12",,"Apache HTTPD Bugs Mailing List","Macintosh",,3,"2002-05-01 21:57:32","All","P3","dr_mac","Matthew Boehm","minor","2.0.35","---",,
8720,"Apache httpd-2","Build","bugs","CLOSED","INVALID","Undefined Symbols in OSX","2005-03-20 17:06:12",,"Apache HTTPD Bugs Mailing List","Macintosh",,2,"2002-05-01 23:48:28","All","P3","dr_mac","Matthew Boehm","normal","2.0.35","---",,
8724,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","make certificate target does not exist","2004-11-16 19:05:39",,"HTTP Server Documentation List","All",,3,"2002-05-02 03:06:53","All","P3","rcoleman",,"normal","2.0.36","---",,
8726,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","Cygwin pseudo-'Symlink's to any utility are Incompatible With Apache Build","2004-11-16 19:05:39",,"HTTP Server Documentation List","PC",,8,"2002-05-02 04:21:33","Windows XP","P5","jerrybaker","Jerry Baker","minor","2.0-HEAD","---",,
8729,"Apache httpd-2","Platform","bugs","CLOSED","INVALID","Apache2 progressively saturates CPU w/ Sygate Firewall","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,4,"2002-05-02 05:31:21","Windows XP","P3","cdowns","Carl Downs","normal","2.0.35","---",,
8730,"Apache httpd-2","Other Modules","bugs","CLOSED","FIXED","RotateLogs Doesn't","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,11,"2002-05-02 06:18:16","Windows XP","P3","jerrybaker","Jerry Baker","normal","2.0-HEAD","---",,
8731,"Apache httpd-1.3","mod_proxy","bugs","CLOSED","WORKSFORME","child segfaults 11 when using mod_proxy","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","Other",,3,"2002-05-02 07:41:18","Linux","P3","ceverett","Christopher L. Everett","blocker","1.3.24","---",,
8735,"Apache httpd-2","mod_proxy","bugs","CLOSED","DUPLICATE","Connection to SSL via proxy","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","Sun",,3,"2002-05-02 10:14:19","Solaris","P3","rafdalb","raffaele dalbenzio","normal","2.0.35","---",,
8740,"Apache httpd-2","mod_isapi","bugs","CLOSED","FIXED","WriteClient can't send lower characters then 20h ASCII?","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,3,"2002-05-02 13:47:11","Windows XP","P3","jira.novak","Jiri Novak","critical","2.0.35","---",,
8751,"Apache httpd-2","mod_proxy","bugs","CLOSED","DUPLICATE","Reverse Proxy to HTTP web application server causes browser to hang.","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","Sun",,2,"2002-05-02 18:07:38","Solaris","P3","darron.wood","Darron Wood","major","2.0.35","---",,
8755,"Apache httpd-2","Build","bugs","CLOSED","FIXED","Compiled-in path defaults should be relative to prefix","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","All",,8,"2002-05-02 21:22:27","All","P3","fine","Thomas A. Fine","enhancement","2.0-HEAD","---",,
8760,"Apache httpd-2","Core","bugs","CLOSED","FIXED","if-modified-since field in request not handled correctly","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,4,"2002-05-03 02:53:36","Windows XP","P3","ericmao","Eric Mao","normal","2.0.35","---",,"http://www.dawnorchid.com"
8766,"Apache httpd-2","Other Modules","bugs","CLOSED","DUPLICATE","Error compiling ldap modules","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,2,"2002-05-03 08:05:06","FreeBSD","P3","fabrizio.invernizzi","Fabrizio Invernizzi","normal","2.0.35","---",,
8779,"Apache httpd-2","Platform","bugs","CLOSED","DUPLICATE","Apache causes bluescreens when stopping apache service","2005-03-20 17:06:12",,"Apache HTTPD Bugs Mailing List","PC",,3,"2002-05-03 15:39:55","All","P3","gargravarr",,"major","2.0.35","---",,
8784,"Apache httpd-1.3","Other","bugs","CLOSED","INVALID","suEXEC fails to su on file upload","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","Macintosh",,2,"2002-05-03 17:52:09","Linux","P3","webmaster","William Knehchtel","minor","1.3.24","---",,
8789,"Apache httpd-2","Build","bugs","CLOSED","FIXED","SuExec Log File does not get created by default when suexec is enabled","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,2,"2002-05-03 18:37:11","other","P3","tim","Tim","normal","2.0.35","---",,"http://httpd.apache.org/docs-2.0/suexec.html"
8809,"Apache httpd-2","All","bugs","CLOSED","DUPLICATE","Apache monitor problem","2005-03-20 17:06:12",,"Apache HTTPD Bugs Mailing List","PC",,2,"2002-05-04 21:27:06","All","P3","woolard","Steve Woolard","normal","2.0.35","---",,"http://tuxq.ath.cx"
8812,"Apache httpd-2","Build","bugs","CLOSED","INVALID","expat in binary is different","2005-03-20 17:06:12",,"Apache HTTPD Bugs Mailing List","Macintosh",,6,"2002-05-05 04:55:45","All","P3","dr_mac","Matthew Boehm","normal","2.0.35","---",,
8832,"Apache httpd-2","All","bugs","CLOSED","FIXED","setsockopt(SO_UPDATE_ACCEPT_CONTEXT) failed. (pages don't load)","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,2,"2002-05-06 18:12:13","Windows XP","P3","mauler_m","David","major","2.0.35","---",,
8841,"Apache httpd-2","mod_userdir","bugs","CLOSED","FIXED","ScriptAlias and mod_userdir conflict","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","All",,8,"2002-05-06 21:22:40","Linux","P3","aschorer","Anthony Schorer","normal","2.0.36","---",,
8849,"Apache httpd-1.3","Build","bugs","RESOLVED","WONTFIX","make install errors as root on NFS shares","2008-08-01 16:38:37",,"Apache HTTPD Bugs Mailing List","Sun","PatchAvailable",6,"2002-05-07 03:03:33","other","P3","Greg.Robinson",,"normal","1.3.24","---",,
8853,"Apache httpd-2","mod_vhost_alias","bugs","CLOSED","FIXED","mod_vhost_alias and Aliases","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,10,"2002-05-07 08:24:40","Linux","P3","jason+ap","Jason","normal","2.0.36","---",,
8867,"Apache httpd-2","Build","bugs","REOPENED","---","exports.c generation fails when using a symlink to the source","2012-07-26 11:39:01",,"Apache HTTPD Bugs Mailing List","Sun",,37,"2002-05-07 13:10:08","Solaris","P3","jeff","Jeff Stavsky","critical","2.0.46","---",,
8869,"Apache httpd-2","support","bugs","CLOSED","FIXED","apxs: wrong dir for inclusion of envvars","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","Other",,2,"2002-05-07 13:42:00","other","P3","sunkan","Andreas Sundstr","minor","2.0.36","---",,
8880,"Apache httpd-2","Core","bugs","CLOSED","WONTFIX","AcceptPathInfo does not apply to DirectoryIndex files","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","All",,10,"2002-05-07 16:14:21","All","P3","csaba","Csaba Gabor","enhancement","2.0.36","---",,
8882,"Apache httpd-1.3","mod_rewrite","bugs","RESOLVED","WONTFIX","[PATCH] mod_rewrite communicates with external rewrite engine over TCP/IP","2007-08-02 11:11:57",,"Apache HTTPD Bugs Mailing List","All","PatchAvailable",4,"2002-05-07 16:26:40","All","P3","JTait","James Tait","enhancement","1.3.24","---",,
8883,"Apache httpd-2","All","bugs","CLOSED","INVALID","Explorer problemes...","2005-03-20 17:06:12",,"Apache HTTPD Bugs Mailing List","PC",,2,"2002-05-07 16:57:23","All","P3","rvg16","vgking","normal","2.0.36","---",,"http://gaborka.host.sk"
8888,"Apache httpd-2","support","bugs","CLOSED","DUPLICATE","ApacheMonitor small menu does not stop server","2005-03-20 17:06:12",,"Apache HTTPD Bugs Mailing List","PC",,2,"2002-05-07 19:15:33","All","P3","wizard","Grant M.","normal","2.0.35","---",,
8889,"Apache httpd-1.3","Documentation","docs","CLOSED","FIXED","Broken links in http://httpd.apache.org/dev/apidoc/","2004-11-16 19:05:39",,"HTTP Server Documentation List","All",,2,"2002-05-07 20:00:21","All","P3","dscotese","Dave Scotese","minor","1.3.24","---",,
8890,"Apache httpd-2","mod_ssl","bugs","CLOSED","DUPLICATE","ssl stop serving pages after a couple of minutes","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,3,"2002-05-07 20:59:05","Linux","P3","sunkan","Andreas Sundstr","normal","2.0.36","---",,
8900,"Apache httpd-1.3","mod_proxy","bugs","CLOSED","WORKSFORME","Have ""Communication Error"" on 2 sites","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,3,"2002-05-08 07:50:16","Linux","P3","jinp","Jinping Guo","normal","1.3.24","---",,"http://sourceforge.net/projects/gkernel"
8902,"Apache httpd-1.3","mod_proxy","bugs","CLOSED","INVALID","Can't commit BUG here using mod_proxy","2005-03-20 17:06:12",,"Apache HTTPD Bugs Mailing List","PC",,2,"2002-05-08 09:39:18","All","P3","hzhr","hzhr","major","1.3.24","---",,"http://nagoya.apache.org/bugzilla/"
8903,"Apache httpd-2","mod_proxy","bugs","CLOSED","FIXED","CONNECT Proxy not working","2005-03-20 17:06:12",,"Apache HTTPD Bugs Mailing List","PC",,3,"2002-05-08 09:39:26","All","P3","jserna","Jorge Serna","normal","2.0.36","---",,
8904,"Apache httpd-2","mpm_perchild","bugs","RESOLVED","DUPLICATE","perchild: apr_proc_mutex problem","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,10,"2002-05-08 11:01:20","Linux","P3","foobar","Foo Bar","normal","2.0.39","---",,
8910,"Apache httpd-2","mod_mime","bugs","CLOSED","INVALID","MultiviewsMatch Any does not work as expected","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","All",,8,"2002-05-08 16:27:04","FreeBSD","P3","maddog2k","Wouter de Jong","normal","2.0.36","---",,
8911,"Apache httpd-2","mod_proxy","bugs","CLOSED","INVALID","mod_proxy is case sensitive on first directory in proxypass","2005-03-20 17:06:12",,"Apache HTTPD Bugs Mailing List","PC",,2,"2002-05-08 17:07:14","All","P3","marco_perestrello","Marco Perestrello","normal","2.0.36","---",,
8914,"Apache httpd-2","Build","bugs","CLOSED","FIXED","Cannot compile on Tru64unix v4.0G","2005-03-20 17:06:14",,"Apache HTTPD Bugs Mailing List","All",,6,"2002-05-08 18:28:13","other","P3","mcaplin","mike caplin","normal","2.0.36","---",,
8925,"Apache httpd-2","Win32 MSI Installer","bugs","RESOLVED","FIXED","Service Install (win32 .msi/.exe) fails for port is in use","2006-05-31 23:23:18",,"Apache HTTPD Bugs Mailing List","PC",,11,"2002-05-09 00:03:48","Windows XP","P3","ddebidin","Dillon Debidin","critical","2.0.36","---",,
8927,"Apache httpd-1.3","Documentation","docs","CLOSED","FIXED","DefaultType defaults to ""text/plain"" not to ""text/html"" as per the documentation","2004-11-16 19:05:39",,"HTTP Server Documentation List","PC",,2,"2002-05-09 00:26:31","Linux","P3","Maxwell_Smart","Brian Tkatch","minor","1.3.24","---",,
8930,"Apache httpd-2","mod_ssl","bugs","CLOSED","DUPLICATE","5-6 request, then no more responses.","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,4,"2002-05-09 04:14:29","Linux","P3","robertoldham","Robert Oldham","major","2.0.36","---",,
8931,"Apache httpd-2","Build","bugs","CLOSED","INVALID","Segmentation fault occurs in function `ap_run_post_config'","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,5,"2002-05-09 04:31:14","Linux","P3","hyoshiok","Hiroki Yoshioka","blocker","2.0.36","---",,
8934,"Apache httpd-2","mod_isapi","bugs","CLOSED","FIXED","GetServerVariable returns wrong lpdwSizeofBuffer","2005-03-20 17:06:12",,"Apache HTTPD Bugs Mailing List","PC",,5,"2002-05-09 11:29:55","All","P3","sebastian.hantsch","Sebastian Hantsch","normal","2.0.36","---",,
8938,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","ScriptSock missing from index","2004-11-16 19:05:39",,"HTTP Server Documentation List","All",,2,"2002-05-09 15:32:35","All","P3","abatko","Alex BATKO","minor","2.0.36","---",,"http://httpd.apache.org/docs-2.0/mod/directives.html"
8943,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","typo: missing ""of""","2004-11-16 19:05:39",,"HTTP Server Documentation List","All",,2,"2002-05-09 17:57:24","All","P3","abatko","Alex BATKO","minor","2.0.36","---",,"http://httpd.apache.org/docs-2.0/mod/mod_include.html"
8944,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","typo: unintended spacing","2004-11-16 19:05:39",,"HTTP Server Documentation List","All",,4,"2002-05-09 18:38:37","All","P3","abatko","Alex BATKO","minor","2.0.36","---",,"http://httpd.apache.org/docs-2.0/howto/ssi.html#conditionalexpressions"
8945,"Apache httpd-2","Build","bugs","CLOSED","FIXED","Problem with standard httpd.conf","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,3,"2002-05-09 19:05:46","Linux","P3","nferraz","Nelson Ferraz","minor","2.0.35","---",,
8956,"Apache httpd-1.3","Other","bugs","CLOSED","INVALID","PID File Access","2005-03-20 17:06:12",,"Apache HTTPD Bugs Mailing List","PC",,2,"2002-05-10 00:25:08","All","P3","hchs","Cody Harris","blocker","1.3.24","---",,
8957,"Apache httpd-1.3","Other","bugs","CLOSED","INVALID","Server 2.0","2005-03-20 17:06:12",,"Apache HTTPD Bugs Mailing List","PC",,2,"2002-05-10 00:26:40","All","P3","hchs","Cody Harris","blocker","HEAD","---",,
8963,"Apache httpd-2","Build","bugs","CLOSED","FIXED","C compiler directives not in column 1","2005-03-20 17:06:14",,"Apache HTTPD Bugs Mailing List","All",,2,"2002-05-10 03:29:19","other","P3","Robert.H.Lowe","Robert Lowe","normal","2.0.36","---",,
8993,"Apache httpd-2","Build","bugs","RESOLVED","INVALID","openssl library location(s) are hardcoded in configure script","2005-06-02 18:30:23",,"Apache HTTPD Bugs Mailing List","Other",,8,"2002-05-10 22:17:19","other","P3","long","Jeff Long","normal","2.0.36","---",,
8995,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","consider indentation","2004-11-16 19:05:39",,"HTTP Server Documentation List","All",,5,"2002-05-10 23:09:08","All","P3","abatko","Alex BATKO","minor","2.0.36","---",,"http://httpd.apache.org/docs-2.0/mod/mod_include.html"
8996,"Apache httpd-2","mod_log_config","bugs","CLOSED","FIXED","Incorrect bytes sent logged for aborted connection","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,9,"2002-05-11 05:38:26","FreeBSD","P1","jake","Catalin Beju","major","2.0.43","---",,
9003,"Apache httpd-2","All","bugs","CLOSED","FIXED","typo: bracket","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","All",,2,"2002-05-12 00:45:07","All","P3","abatko","Alex BATKO","minor","2.0.36","---",,"http://httpd.apache.org/docs-2.0/mod/mpm_common.html"
9011,"Apache httpd-2","mpm_worker","bugs","CLOSED","FIXED","Worker-MPM error log: the listener thread didn't exit","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","Sun",,10,"2002-05-12 14:32:45","Solaris","P3","erich.prchal","Erich Prchal","minor","2.0.45","---",,
9012,"Apache httpd-1.3","Build","bugs","CLOSED","FIXED","apxs ignores <IfDefined ...> tags when placing LoadModule lines","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","All",,4,"2002-05-12 15:07:02","All","P3","peter.hicks","Peter Hicks","minor","HEAD","---",,
9014,"Apache httpd-2","mod_deflate","bugs","CLOSED","FIXED","mod_deflate generates corrupted result at large data.","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","Sun",,8,"2002-05-12 15:32:54","Solaris","P3","kaz","ASADA Kazuhisa","normal","2.0-HEAD","---",,
9037,"Apache httpd-1.3","mod_proxy","bugs","RESOLVED","WONTFIX","Slow performance when acessing an unresolved IP address through Apache mod_proxy module","2007-08-02 11:03:39",,"Apache HTTPD Bugs Mailing List","All","PatchAvailable",3,"2002-05-13 15:03:52","All","P3","fan_xia","Fan Xia","minor","1.3.27","---",,"http://65.123.25.70"
9038,"Apache httpd-2","mod_suexec","bugs","CLOSED","INVALID","suexec is NOT being called by Apache 2.0.36","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,23,"2002-05-13 15:21:37","FreeBSD","P3","abatko","Alex BATKO","major","2.0.36","---",,
9046,"Apache httpd-2","Documentation","docs","CLOSED","WONTFIX","Cleaned up PNG/MNG converted icons","2004-11-16 19:05:39",,"HTTP Server Documentation List","All","PatchAvailable",4,"2002-05-13 19:36:50","All","P3","eric","Eric Benoit","minor","2.0.36","---",,"http://www.ecks.org/misc/apache-newicons.tar.gz"
9061,"Apache httpd-2","Build","bugs","CLOSED","FIXED","[config.layout] wrong hint for using '--with-layout='","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","All",,2,"2002-05-14 08:20:22","All","P3","amax","Max Dittrich","minor","2.0.36","---",,
9065,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","typos and errors in ""it worked!"" welcome page in Catalan language","2004-11-16 19:05:39",,"HTTP Server Documentation List","All",,4,"2002-05-14 11:17:20","All","P3","chavalpk","Sergi","enhancement","2.0.36","---",,
9076,"Apache httpd-1.3","Auth/Access","bugs","CLOSED","FIXED","'satisfy any' without AuthType set causes 500","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","Other",,4,"2002-05-14 17:15:28","All","P3","mike808","Michael King","normal","HEAD","---",,
9108,"Apache httpd-2","All","bugs","CLOSED","FIXED","-DNO_DETACH doesn't work","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","HP",,4,"2002-05-15 10:20:24","HP-UX","P3","ralf.hildebrandt","Ralf Hildebrandt","enhancement","2.0.36","---",,
9126,"Apache httpd-1.3","Other mods","bugs","RESOLVED","WONTFIX","68k-next-openstep v. 4.0","2007-08-02 11:12:38",,"Apache HTTPD Bugs Mailing List","Other",,5,"2002-05-15 18:55:46","other","P1","fatomei","Francisco  A Tomei Torres","blocker","1.3.26","---",,
9130,"Apache httpd-1.3","core","bugs","CLOSED","WONTFIX","Name of index file disclosed when invalid/unsupported method used for request","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","All",,6,"2002-05-15 20:53:03","Linux","P3","tneill","Thomas Neill","minor","1.3.24","---",,
9156,"Apache httpd-2","mod_so","bugs","CLOSED","INVALID","proxy configuration with weblogic server 6.1","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","Sun",,2,"2002-05-16 13:29:23","Solaris","P3","vikas.dubey","VikasDubey","major","2.0.36","---",,
9161,"Apache httpd-2","mod_autoindex","bugs","RESOLVED","DUPLICATE","Wrong alignment in directory listing containing Russian (non-English) file names","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,2,"2002-05-16 15:36:30","other","P3","d001120t0330","Georgy Pruss","minor","2.0.36","---",,"http://24.163.51.83/test/"
9168,"Apache httpd-2","Core","bugs","CLOSED","FIXED","Mac OS X (Darwin): httpd leaves zombie cgi processes","2005-03-20 17:06:12",,"Apache HTTPD Bugs Mailing List","Macintosh",,3,"2002-05-16 16:36:17","All","P3","afaby","Aaron Faby","major","2.0.36","---",,
9169,"Apache httpd-2","mpm_worker","bugs","CLOSED","INVALID","worker MPM shutdown delays","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","All",,4,"2002-05-16 16:46:18","All","P3","afaby","Aaron Faby","normal","2.0.36","---",,
9175,"Apache httpd-2","Documentation","docs","CLOSED","INVALID","Undocumented change in ScriptAlias","2004-11-16 19:05:39",,"HTTP Server Documentation List","All",,3,"2002-05-16 19:35:14","other","P3","fine","Thomas A. Fine","normal","2.0.35","---",,"http://httpd.apache.org/docs-2.0/upgrading.html"
9181,"Apache httpd-1.3","mod_headers","bugs","CLOSED","FIXED","Unable to set headers on non-2XX responses.","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","All",,3,"2002-05-16 20:55:53","All","P3","sander","Sander van Zoest","major","HEAD","---",,"http://public.yahoo.com/~sander/patches/asf/httpd/apache-1.3/mod_headers.patch"
9185,"Apache httpd-2","Core","bugs","CLOSED","FIXED","Downloaded files always corrupt on CYGWIN","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,8,"2002-05-17 00:13:25","other","P3","tsfu","Jason Fu","normal","2.0.36","---",,
9186,"Apache httpd-2","All","bugs","CLOSED","DUPLICATE","Apache 2.0.36 (Win32) does not respond to client(s)","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","Other",,3,"2002-05-17 00:16:30","other","P3","tsfu","Jason Fu","normal","2.0.36","---",,
9187,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","[docs/manual/stopping.html] broken link for PidFile","2004-11-16 19:05:39",,"HTTP Server Documentation List","All",,2,"2002-05-17 00:20:22","All","P3","amax","Max Dittrich","minor","2.0.36","---",,"http://httpd.apache.org/docs-2.0/stopping.html"
9201,"Apache httpd-1.3","mod_cgi","bugs","CLOSED","INVALID","Wrong REQUEST_URI with malformed HTTP queries","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,2,"2002-05-17 12:05:04","Linux","P3","jhiver","Jean-Michel Hiver","major","1.3.24","---",,
9209,"Apache httpd-2","Core","bugs","CLOSED","INVALID","DirectoryIndex not working with .shtm files","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,6,"2002-05-17 18:54:24","Linux","P3","sandak","Diego Klajner","minor","2.0.35","---",,
9212,"Apache httpd-1.3","mod_proxy","bugs","CLOSED","DUPLICATE","Multiple Cookies are stripped - Only last one survives","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,3,"2002-05-17 20:50:55","Solaris","P3","laxbugzilla","Jacques Amar","blocker","1.3.24","---",,"http://exchange.ranks.com/cgi-bin/xchg.cgi?D=AM&U=lax&X=1&S=ER"
9214,"Apache httpd-2","Runtime Config","bugs","CLOSED","FIXED","ServerRoot directive is not honored for LoadModule directive","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","PC",,2,"2002-05-17 21:29:11","Linux","P3","ltsang","lawrence","minor","2.0.36","---",,
9216,"Apache httpd-2","Build","bugs","CLOSED","INVALID","pcre.c  compile fails","2004-11-16 19:05:39",,"Apache HTTPD Bugs Mailing List","Sun",,2,"2002-05-17 23:46:08","Solaris","P3","apache","Bill Houle","normal","2.0.36","---",,
