"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed","Priority","Severity","Reporter","URL","Version","Keywords"
10148,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","Wrong translation of an error document","2004-11-16 19:05:39","P3","normal","lolo32",,"2.0.39",
10154,"Apache httpd-2","Documentation","docs","RESOLVED","FIXED","ApacheMonitor interferes with service uninstall/reinstall","2007-12-21 20:08:24","P3","normal","hereford",,"2.0-HEAD","FAQ"
10161,"Apache httpd-2","Other Modules","bugs","CLOSED","INVALID","Php ?.?.? with Apache 2.0.29","2004-11-16 19:05:39","P3","normal","hereford",,"2.0.39",
10164,"Apache httpd-2","Core","bugs","CLOSED","INVALID","HUP causes server to seg fault and abend","2004-11-16 19:05:39","P3","normal","chapman",,"2.0.40",
10170,"Apache httpd-2","mod_ssl","bugs","CLOSED","INVALID","SSLSessionCache not honoured","2005-03-20 17:06:12","P3","normal","michael.straessle",,"2.0.39",
10187,"Apache httpd-2","Build","bugs","CLOSED","INVALID","`ap_mpm_rewrite_args' undeclared here (not in a function)","2004-11-16 19:05:39","P3","critical","neil","http://www.mpfreescene.com","2.0.39",
10190,"Apache httpd-2","Runtime Config","bugs","CLOSED","FIXED","Inappropriate UserDir path for NT (ok for 2K/XP)","2005-03-20 17:06:12","P3","normal","Thomas.Calrke",,"2.0.39",
10192,"Apache httpd-2","All","bugs","CLOSED","FIXED","Window closes immediately upon error.","2005-03-20 17:06:12","P3","major","Thomas.Calrke",,"2.0.39",
10209,"Apache httpd-2","mod_log_config","bugs","CLOSED","INVALID","httpd.conf load of mod_log_config.so fails","2004-11-16 19:05:39","P3","normal","pauleckert",,"2.0.39",
10210,"Apache httpd-2","Platform","bugs","CLOSED","DUPLICATE","2.0.39 and ZoneAlarmPro 3.0.118 cause locked page state","2005-03-20 17:06:12","P3","critical","daniel.wheeler","http://big-baseball.dnsalias.net","2.0.39",
10216,"Apache httpd-2","mod_ssl","bugs","CLOSED","FIXED","ISAPI + SSL = status 200 as 500 after correct reply","2005-03-20 17:06:12","P3","normal","jira.novak",,"2.0.39",
10221,"Apache httpd-2","support","bugs","CLOSED","DUPLICATE","htpasswd overwrites existing file","2004-11-16 19:05:39","P1","critical","mike.soules",,"2.0.39",
10222,"Apache httpd-2","All","bugs","CLOSED","INVALID","apache","2005-03-20 17:06:12","P3","normal","suko",,"2.0.32",
10224,"Apache httpd-2","mod_mime","bugs","CLOSED","WONTFIX","Add SVG file extensions to mime.types","2004-11-16 19:05:39","P3","enhancement","dmh",,"2.0.39",
10235,"Apache httpd-2","Build","bugs","CLOSED","INVALID","enable-mods-shared=all fails, IPv6 Fails/Caldera OpenUNIX 8.0.[01]","2004-11-16 19:05:39","P3","normal","ler",,"2.0.39",
10236,"Apache httpd-2","mod_dav","bugs","CLOSED","DUPLICATE","MOVE method loses last character off of file name","2004-11-16 19:05:39","P3","normal","Michael.Dean",,"2.0.43",
10237,"Apache httpd-2","All","bugs","CLOSED","FIXED","Apache 2.0.39 for Windows is not compatible with Chili!Soft ASP 3.6.2","2005-03-20 17:06:12","P3","normal","pwarren","http://www.chilisoft.com/forum/topic.asp?TOPIC_ID=908","2.0.39",
10245,"Apache httpd-2","mod_proxy","bugs","CLOSED","INVALID","Segmentation fault in ap_proxy_checkproxyblock","2004-11-16 19:05:39","P3","normal","Ghislaine.Labouret",,"2.0.40",
10258,"Apache httpd-2","All","bugs","CLOSED","INVALID","PHP and Apache 2.0.39 not working in Windows","2004-11-16 19:05:39","P3","normal","michael.haslam",,"2.0.39",
10266,"Apache httpd-2","All","bugs","CLOSED","WORKSFORME","apache (prefork, ssl) hangs after some hours of running","2004-11-16 19:05:39","P3","major","ping.xiao",,"2.0.47",
10272,"Apache httpd-2","mpm_worker","bugs","CLOSED","WORKSFORME","die of server","2004-11-16 19:05:39","P3","blocker","mentat",,"2.0.39",
10275,"Apache httpd-2","Platform","bugs","RESOLVED","DUPLICATE","Windows 2000: Service not found","2005-03-20 17:06:12","P3","blocker","w.flamme",,"2.0.39",
10298,"Apache httpd-2","Build","bugs","CLOSED","INVALID","Unable to compile ""make"" fails ... No rule for target '...'","2004-11-16 19:05:39","P3","critical","rpk",,"2.0.39","TryAgain"
10302,"Apache httpd-2","All","bugs","CLOSED","FIXED","Apache 2.0.39 appears to be vulnerable to DoS, possibly worse","2004-11-16 19:05:39","P3","major","apachebugs",,"2.0.39",
10309,"Apache httpd-2","Core","bugs","CLOSED","DUPLICATE","htpasswd.exe error","2005-03-20 17:06:12","P3","normal","apb",,"2.0.39",
10318,"Apache httpd-2","mpm_prefork","bugs","CLOSED","INVALID","Apache 2.0.36 - 2.0.39 become unresponsive","2004-11-16 19:05:39","P3","major","info",,"2.0.39",
10320,"Apache httpd-2","Other Modules","bugs","CLOSED","INVALID","memoryfault in mod_auth_ldap - cache","2004-11-16 19:05:39","P3","normal","rweb007",,"2.0.36",
10324,"Apache httpd-2","mod_ssl","bugs","CLOSED","FIXED","typo prevents 2.0.39 w/ cvs ldap modules to build","2004-11-16 19:05:39","P3","normal","au",,"2.0.39",
10339,"Apache httpd-2","mpm_perchild","bugs","CLOSED","WONTFIX","tru64 compile issue","2004-11-16 19:05:39","P3","blocker","mlong",,"2.0.39",
10346,"Apache httpd-2","mod_ssl","bugs","CLOSED","INVALID","[warn] RSA server certificate CommonName (CN) `anisette.ucs.louisiana.edu' does NOT match server name!?","2004-11-16 19:05:39","P3","normal","apachebugs",,"2.0.39",
10352,"Apache httpd-2","Core","bugs","CLOSED","DUPLICATE","NT 4.0 sp6 Crashes, BSOD","2005-03-20 17:06:12","P3","normal","ddyer",,"2.0.36",
10353,"Apache httpd-2","mod_log_config","bugs","CLOSED","DUPLICATE","CustomLogs piping does not work","2004-11-16 19:05:39","P3","normal","bpettit",,"2.0.39",
10408,"Apache httpd-2","mod_isapi","bugs","CLOSED","FIXED","ISAPI issue with 2.0.39 for Win32","2005-03-20 17:06:12","P3","normal","bbukovics",,"2.0.39",
10412,"Apache httpd-2","Runtime Config","bugs","CLOSED","INVALID","2.0.39 modules run but won't shutdown","2004-11-16 19:05:39","P3","minor","srashmo",,"2.0.39",
10415,"Apache httpd-2","Runtime Config","bugs","CLOSED","INVALID","When My module causes Apache to crash, i have to reinstall Apache","2004-11-16 19:05:39","P3","minor","srashmo",,"2.0.36",
10422,"Apache httpd-2","mod_auth","bugs","CLOSED","FIXED","htpasswd overwrites last user, no more users can be added","2004-11-16 19:05:39","P3","normal","campbill",,"2.0.39",
10424,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","misspelled word ""privileges""","2005-03-20 17:06:12","P3","minor","kubieziel","http://httpd.apache.org/docs-2.0/platform/win_service.html","2.0.39",
10426,"Apache httpd-2","Platform","bugs","CLOSED","INVALID","load average high when httpd doing nothing","2004-11-16 19:05:39","P3","normal","pab",,"2.0.39",
10430,"Apache httpd-2","mpm_worker","bugs","CLOSED","FIXED","highperformance-std.conf and manual inconsistant with worker mpm","2004-11-16 19:05:39","P3","normal","k0te",,"2.0.39",
10434,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","mod_rewrite doesn't fill the variables as HTTPS","2004-11-16 19:05:39","P3","enhancement","rudolf.wolf",,"2.0-HEAD",
10435,"Apache httpd-2","All","bugs","CLOSED","FIXED","Stop Apache from ms-dos","2005-03-20 17:06:12","P3","normal","gregoire",,"2.0.39",
10441,"Apache httpd-2","Core","bugs","CLOSED","INVALID","Apache 2.0.39 won;t start up do to a lack of disk space","2004-11-16 19:05:39","P3","normal","srashmo",,"2.0.39",
10450,"Apache httpd-2","Core","bugs","CLOSED","INVALID","Apache 2.0.39 can't load PHP 4.2.1 module on my system","2005-03-20 17:06:12","P3","blocker","cionci",,"2.0.39",
10459,"Apache httpd-2","mod_log_config","bugs","CLOSED","DUPLICATE","Incorrect bytes logged with status 206 (partial content)","2004-11-16 19:05:39","P3","normal","haegar",,"2.0.40",
10460,"Apache httpd-2","support","bugs","CLOSED","FIXED","Service Monitor reports wrong service state","2005-03-20 17:06:12","P3","normal","tapublic",,"2.0.39",
10462,"Apache httpd-2","Build","bugs","CLOSED","INVALID","apxs problem","2004-11-16 19:05:39","P3","blocker","apache",,"2.0.39",
10465,"Apache httpd-2","mod_ssl","bugs","CLOSED","INVALID","mod_ssl does not compile on Windows","2005-03-20 17:06:12","P3","normal","richter",,"2.0.39",
10481,"Apache httpd-2","All","bugs","CLOSED","FIXED","Request for partial content not served correctly","2005-03-20 17:06:12","P3","major","c_ohrt",,"2.0.39",
10488,"Apache httpd-2","mpm_prefork","bugs","CLOSED","INVALID","server lockup in prefork.c","2005-03-20 17:06:14","P3","major","kcarmich",,"2.0.39",
10489,"Apache httpd-2","Other Modules","bugs","CLOSED","FIXED","SSI is inconsistent","2004-11-16 19:05:39","P3","normal","brant.bady",,"2.0.39",
10503,"Apache httpd-2","mod_vhost_alias","bugs","CLOSED","DUPLICATE","Alias and ScriptAlias do not work when VirtualDocumentRoot is used","2004-11-16 19:05:39","P3","major","bugzilla",,"2.0.39",
10513,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","virtualhost info for suexec obsolete","2004-11-16 19:05:39","P3","minor","chris","http://progmet.net:8080/manual/suexec.html#usage","2.0.39",
10514,"Apache httpd-2","mod_include","bugs","CLOSED","DUPLICATE","""unknown directive ""exec"" in parsed doc"" using includes not includesnoexec","2004-11-16 19:05:39","P3","major","k0te","http://kote.ath.cx:81","2.0.39",
10515,"Apache httpd-2","mod_cgi","bugs","CLOSED","DUPLICATE","cgi lock when writing to stderr","2004-11-16 19:05:39","P3","major","pete",,"2.0.39",
10522,"Apache httpd-2","mod_include","bugs","CLOSED","FIXED","mod_include does not recurse","2004-11-16 19:05:39","P3","normal","kess",,"2.0.43",
10524,"Apache httpd-2","All","bugs","CLOSED","FIXED","Runtime error occurs when I execute ""htpasswd.exe"" in Win2k","2005-03-20 17:06:12","P3","major","cekhchung1",,"2.0.39",
10529,"Apache httpd-2","Core","bugs","CLOSED","WORKSFORME","http locks up in lwp_cond_wait at startup","2004-11-16 19:05:39","P3","normal","mailings",,"2.0.39",
10554,"Apache httpd-2","Build","bugs","RESOLVED","FIXED","AP_DECLARE_DATA not defined in unixd.c on Solaris (gcc and cc)","2005-06-30 13:07:57","P3","normal","nthomas",,"2.0.54",
10573,"Apache httpd-2","mod_cgi","bugs","CLOSED","FIXED","couldn't create child process error when pass special caracters.","2004-11-16 19:05:39","P3","critical","gsalas",,"2.0.39",
10574,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","mod_include exec requires mod_cgi, just a documentation problem? -nt-","2004-11-16 19:05:39","P3","minor","k0te",,"2.0.39",
10575,"Apache httpd-2","mod_autoindex","bugs","RESOLVED","FIXED","no option to autoindex auth protected files/folders","2010-12-29 15:25:23","P3","enhancement","k0te",,"2.1-HEAD","PatchAvailable"
10586,"Apache httpd-2","mod_ssl","bugs","CLOSED","DUPLICATE","symbol X509_INFO_free: referenced symbol not found","2004-11-16 19:05:39","P3","critical","fedj",,"2.0.39",
10589,"Apache httpd-2","support","bugs","CLOSED","WORKSFORME","htpasswd created password files won't enable access","2004-11-16 19:05:39","P3","normal","mike.soules",,"2.0.39",
10598,"Apache httpd-2","Core","bugs","RESOLVED","INVALID","Apache 2.0 on XP will break down files bigger than 64KB","2011-11-16 22:36:55","P3","major","b.scholtz","http://213.46.22.12:8002","2.0-HEAD",
10617,"Apache httpd-2","mod_ext_filter","bugs","CLOSED","FIXED","SegFault in mod_ext_filter when content_type is null","2004-11-16 19:05:39","P3","major","apsmith",,"2.0.39",
10618,"Apache httpd-2","Core","bugs","CLOSED","INVALID","killing children takes too long","2005-03-20 17:06:14","P3","normal","kcarmich",,"2.0.39","TryAgain"
10631,"Apache httpd-2","All","bugs","CLOSED","INVALID","httpd-2.0.39 - Couldn't accept serialization lock file: Function not implemented","2004-11-16 19:05:39","P3","critical","jan.kavan",,"2.0.39",
10644,"Apache httpd-2","mod_rewrite","bugs","CLOSED","FIXED","no support for dbm rewrite maps","2004-11-16 19:05:39","P3","normal","apache",,"2.0.39",
10673,"Apache httpd-2","All","bugs","CLOSED","INVALID","Apache 2.0.39 unable to start : error with sapi_apache2.c (PHP ?)","2005-03-20 17:06:12","P3","critical","hubweb",,"2.0.39",
10678,"Apache httpd-2","Core","bugs","CLOSED","FIXED","Several .htaccess files are consulted, REMOTE_USER gets dropped","2004-11-16 19:05:39","P3","major","tk",,"2.0.39",
10687,"Apache httpd-2","mod_include","bugs","CLOSED","DUPLICATE","ssi include virtual strangeness","2004-11-16 19:05:39","P3","major","abatko",,"2.0.36",
10712,"Apache httpd-2","Core","bugs","CLOSED","INVALID","(57)Socket is not connected AND (32)Broken pipe","2004-11-16 19:05:39","P3","normal","abatko",,"2.0.36",
10722,"Apache httpd-2","mod_proxy","bugs","RESOLVED","FIXED","ProxyPassReverse doesn't change cookie paths","2009-05-06 12:25:51","P3","normal","x",,"2.0.58","PatchAvailable"
10723,"Apache httpd-2","Other Modules","bugs","CLOSED","INVALID","Worse than I thought","2005-03-20 17:06:12","P3","normal","hubweb",,"2.0.39",
10744,"Apache httpd-2","Other Modules","bugs","RESOLVED","FIXED","suexec might fail to open log file","2011-03-21 10:50:44","P3","normal","abatko",,"2.2.4","FixedInTrunk"
10745,"Apache httpd-2","support","bugs","CLOSED","FIXED","in htpasswd, system fails to copy the temp file due to share violation","2005-03-20 17:06:12","P3","normal","adrian.grajdeanu",,"2.0.39",
10747,"Apache httpd-2","mod_proxy_http","bugs","NEW","---","ftp SIZE command and 'smart' ftp servers results in wrong Content-Length value","2011-03-27 18:00:09","P3","major","ast",,"2.5-HEAD","PatchAvailable"
10762,"Apache httpd-2","support","bugs","CLOSED","FIXED","Bug in htpasswd","2004-11-16 19:05:39","P3","normal","jvb",,"2.0.39",
10768,"Apache httpd-2","mod_mime","bugs","CLOSED","INVALID","'AddHandler cgi-script cgi' does not specifically find cgi file extension","2015-02-13 17:39:23","P3","minor","josmhinkle","http://nagoya.apache.org","2.0.39",
10773,"Apache httpd-2","mod_suexec","bugs","CLOSED","FIXED","Acccess warning is not informative when trying to run cgi","2004-11-16 19:05:39","P3","minor","hu.peress",,"2.0-HEAD",
10775,"Apache httpd-2","Core","bugs","RESOLVED","FIXED","SCRIPT_NAME wrong value","2007-07-20 01:41:00","P1","critical","goldt",,"2.0-HEAD","PatchAvailable"
10781,"Apache httpd-2","All","bugs","CLOSED","FIXED","Can not see the pdf files on my server on the forms page.","2005-03-20 17:06:12","P3","critical","steve","http://www.orwacog.org","2.0.39",
10819,"Apache httpd-2","support","bugs","CLOSED","FIXED","htpasswd crashes while closing original .htpasswd file","2005-03-20 17:06:12","P3","minor","tarc",,"2.0.39",
10870,"Apache httpd-2","All","bugs","CLOSED","FIXED","htpasswd error","2004-11-16 19:05:39","P3","critical","yonemitsuv",,"2.0.39",
10878,"Apache httpd-2","mod_dav","bugs","CLOSED","DUPLICATE","Seg violation, mod_dav in apache 2.0.39, Win98, PC","2005-03-20 17:06:12","P3","normal","jwoodard",,"2.0.39",
10880,"Apache httpd-2","mod_autoindex","bugs","CLOSED","FIXED","auto index generates invalad html","2004-11-16 19:05:39","P3","minor","nutso",,"2.0-HEAD",
10892,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","non-existent netware service pack listed in documentation","2005-03-20 17:06:12","P3","minor","shuterm","http://httpd.apache.org/docs-2.0/platform/netware.html#req","2.0.32",
10920,"Apache httpd-2","Other Modules","bugs","CLOSED","FIXED","http-ldap / util_ldap.h only working with threads enabled","2004-11-16 19:05:39","P3","normal","bzeeb",,"2.0.39",
10924,"Apache httpd-2","All","bugs","CLOSED","INVALID","apachectl graceful segfaults","2004-11-16 19:05:39","P3","normal","nick",,"2.0.39",
10925,"Apache httpd-2","mod_ext_filter","bugs","CLOSED","FIXED","[PATCH] environment in mod_ext_filter","2004-11-16 19:05:39","P3","enhancement","craig",,"2.0.39",
10932,"Apache httpd-2","Core","bugs","RESOLVED","WORKSFORME","Allow Negative regex in LocationMatch","2007-06-08 06:46:41","P5","enhancement","belg4mit",,"2.0.39",
10937,"Apache httpd-2","All","bugs","CLOSED","WORKSFORME","apachectl stop doesn't stop httpd processes","2004-11-16 19:05:39","P3","normal","robertlaferla",,"2.0.39",
10946,"Apache httpd-2","Core","bugs","CLOSED","FIXED","redundant slashes in urls cause 403 Forbidden errors","2004-11-16 19:05:39","P3","normal","maw",,"2.0.39",
10987,"Apache httpd-2","Core","bugs","CLOSED","INVALID","HTTP error 416 on partial GET and if modified since","2005-03-20 17:06:12","P3","normal","pfbesson","http://62.212.97.214/","2.0.39",
10991,"Apache httpd-2","Build","bugs","CLOSED","INVALID","2.0 CVS - Win32/Cygwin compile failure","2005-03-20 17:06:12","P3","blocker","jari.aalto",,"2.0-HEAD",
10992,"Apache httpd-2","mpm_perchild","bugs","CLOSED","INVALID","Crash at config reading after reading ChildPerUserID directive","2004-11-16 19:05:39","P3","normal","mav",,"2.0.39",
10993,"Apache httpd-2","mod_mime","bugs","CLOSED","FIXED","Missing MIME type image/x-icon","2004-11-16 19:05:39","P3","enhancement","pb",,"2.0.39",
11000,"Apache httpd-2","mpm_perchild","bugs","CLOSED","LATER","Mutex permission problems: configuration template patch","2004-11-16 19:05:39","P3","enhancement","pb",,"2.0.39",
11006,"Apache httpd-2","All","bugs","CLOSED","DUPLICATE","stop/start/restart not possible on Win2k","2005-03-20 17:06:12","P3","blocker","melker",,"2.0.39",
11027,"Apache httpd-2","Documentation","docs","CLOSED","WORKSFORME","apache -k shutdown, console closing","2004-11-16 19:05:39","P3","normal","gallgosp","http://httpd.apache.org/docs/windows.html","2.0.39",
11030,"Apache httpd-2","Core","bugs","CLOSED","FIXED","Listen <hostname>: double bind","2004-11-16 19:05:39","P3","normal","frodol",,"2.0.39",
11034,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","Apache does not write to error-log","2004-11-16 19:05:39","P3","normal","info",,"2.0.39",
11035,"Apache httpd-2","Core","bugs","RESOLVED","FIXED","[PatchAvailable] Apache adds double entries to headers generated by CGI","2008-02-26 12:39:07","P3","minor","info",,"2.0.44","PatchAvailable"
11038,"Apache httpd-2","mod_negotiation","bugs","CLOSED","FIXED","wrong HTTP response code with negotiated ErrorDocuments","2005-03-20 17:06:12","P3","normal","psychosos",,"2.0.39",
11041,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","misleading text ""Port is set to 9090""","2004-11-16 19:05:39","P3","minor","erik.sjolund","http://httpd.apache.org/docs-2.0/mod/core.html#usecanonicalname","2.0-HEAD",
11114,"Apache httpd-2","Core","bugs","CLOSED","WORKSFORME","Images[/anything] stored in AFS served corruptly","2004-11-16 19:05:39","P3","normal","aangel","http://gdns-aquarius1.ods.org/test.gif","2.0.40",
11144,"Apache httpd-2","All","bugs","CLOSED","INVALID","make install fails every time","2004-11-16 19:05:39","P3","blocker","glerma",,"2.0.39",
11172,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","CacheRoot","2004-11-16 19:05:39","P3","normal","oden.eriksson",,"2.0-HEAD",
11173,"Apache httpd-2","support","bugs","CLOSED","DUPLICATE","htpasswd fails with -c and -n options conflict","2004-11-16 19:05:39","P3","blocker","Robert.H.Lowe",,"2.0.39",
11178,"Apache httpd-2","mod_cgi","bugs","CLOSED","FIXED","mod_cgi and mod_cgid do not handle buffer flushing well","2004-11-16 19:05:39","P1","major","josmhinkle",,"2.0.39",
11185,"Apache httpd-2","All","bugs","CLOSED","INVALID","index.php files are treated differently when directory is sym linked.","2004-11-16 19:05:39","P3","normal","bponline",,"2.0.39",
11192,"Apache httpd-2","Core","bugs","CLOSED","WORKSFORME","4k / request leak","2004-11-16 19:05:39","P3","major","belg4mit",,"2.0.39",
11212,"Apache httpd-2","All","bugs","CLOSED","FIXED","Apache2 apxs still adds the AddModule statement to httpd.conf","2004-11-16 19:05:39","P3","normal","marcus_leon",,"2.0-HEAD","PatchAvailable"
11213,"Apache httpd-2","Core","bugs","CLOSED","FIXED","Inadequate message when module is rejected. Fix attache; please commit","2004-11-16 19:05:39","P3","normal","ian779",,"2.0-HEAD","PatchAvailable"
11215,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","Missing LDAP module documentation","2004-11-16 19:05:39","P3","normal","corey.cole","http://httpd.apache.org/docs-2.0/sitemap.html","2.0.39",
11232,"Apache httpd-2","mod_proxy","bugs","RESOLVED","DUPLICATE","Proxy's CONNECT hangs","2005-06-19 17:25:15","P3","normal","sdo",,"2.0.52",
11241,"Apache httpd-2","Other Modules","bugs","CLOSED","INVALID","mod_jrun20.c not compatible with 2.0.39 (works fine with 2.0.35)","2011-09-16 11:02:40","P3","normal","ergin","http://www.ergin.net","2.0.39",
11252,"Apache httpd-2","mod_suexec","bugs","CLOSED","INVALID","""Premature end of script headers"" If suexec is enable","2004-11-16 19:05:39","P1","normal","jan.lange",,"2.0.39",
11259,"Apache httpd-2","Build","bugs","CLOSED","WONTFIX","'make install' should provide a deinstaller","2004-11-16 19:05:39","P3","enhancement","coar",,"2.0-HEAD",
11261,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","How to enable server-status","2005-03-20 17:06:12","P3","enhancement","virender",,"2.0.39",
11294,"Apache httpd-2","mod_vhost_alias","bugs","NEW","---","desired vhost_alias option","2004-11-16 19:05:39","P3","enhancement","will",,"2.0-HEAD","PatchAvailable"
11310,"Apache httpd-2","mod_ssl","bugs","CLOSED","FIXED","#include <ssl.h> s/b #include <openssl/ssl.h>","2005-03-20 17:06:12","P3","normal","creitzel",,"2.0.39",
11316,"Apache httpd-2","mod_cgi","bugs","CLOSED","INVALID","my perl CGI script appears to leak, runs out of memory","2004-11-16 19:05:39","P3","normal","duncan.lindley",,"2.0.39",
11331,"Apache httpd-2","mod_cgid","bugs","CLOSED","WONTFIX","stale cgi process entries when using suexec","2004-11-16 19:05:39","P3","critical","abatko",,"2.0.39",
11353,"Apache httpd-2","mod_ext_filter","bugs","CLOSED","DUPLICATE","mod_ext_filter fails to set environment","2004-11-16 19:05:39","P3","normal","jgoerzen",,"2.0.39",
11375,"Apache httpd-2","All","bugs","CLOSED","INVALID","""ici"" - a repeated error log entry","2004-11-16 19:05:39","P3","normal","abatko",,"2.0.39",
11386,"Apache httpd-2","mod_userdir","bugs","CLOSED","INVALID","UserDir maps to root directory for nonexistant users","2004-11-16 19:05:39","P3","normal","lovan",,"2.0.39",
11404,"Apache httpd-2","mod_proxy","bugs","CLOSED","INVALID","ProxyPreserveHost directive does not preserve port","2004-11-16 19:05:39","P3","normal","gilles",,"2.0.39",
11427,"Apache httpd-2","mpm_winnt","bugs","RESOLVED","FIXED","MPM Memory Leak in child bucket allocation","2008-01-05 10:30:06","P3","major","jerod",,"2.5-HEAD","FAQ"
11428,"Apache httpd-2","mod_auth_anon","bugs","CLOSED","FIXED","mod_auth_anon and many userids","2004-11-16 19:05:39","P3","enhancement","geek-apache",,"2.0-HEAD","PatchAvailable"
11443,"Apache httpd-2","mpm_worker","bugs","CLOSED","DUPLICATE","stopping apache 2 triggers reboot","2005-03-20 17:06:12","P3","normal","martin.schloemer",,"2.0.39",
11460,"Apache httpd-2","Core","bugs","CLOSED","FIXED","httpd consuming all CPU time","2004-11-16 19:05:39","P3","major","winfried",,"2.0.39",
11467,"Apache httpd-2","Core","bugs","CLOSED","FIXED","Typo in htdocs/index.html.var","2005-03-20 17:06:12","P3","normal","sholden",,"2.0.39",
11468,"Apache httpd-2","mod_dav","bugs","CLOSED","INVALID","PROPFIND reports invalid XML","2004-11-16 19:05:39","P3","major","stefan.eissing",,"2.0.39",
11475,"Apache httpd-2","mod_usertrack","bugs","CLOSED","FIXED","usertrack can read Cookie2 header but spec says it doesn't contain cookies","2004-11-16 19:05:39","P3","minor","chrisd","ftp://ftp.isi.edu/in-notes/rfc2965.txt","2.0.39",
11476,"Apache httpd-2","Build","bugs","CLOSED","DUPLICATE","File System Error","2004-11-16 19:05:39","P3","major","umina",,"2.0.39",
11484,"Apache httpd-2","support","bugs","CLOSED","FIXED","htpasswd update causes duplicates","2004-11-16 19:05:39","P3","normal","aaron.duncan",,"2.0.39",
11503,"Apache httpd-2","Core","bugs","CLOSED","INVALID","AccessFileName","2004-11-16 19:05:39","P3","minor","rspp",,"2.0.39",
11514,"Apache httpd-2","mpm_worker","bugs","CLOSED","INVALID","worker MPM stalls on UnixWare 7.11","2004-11-16 19:05:39","P3","major","jrd","http://netlab1.usu.edu","2.0.43",
11521,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","Addition of  Japanese error message","2005-01-07 11:59:45","P3","normal","hobbit.makoto","http://hobbit.ddo.jp/html/error.zip","2.0.39","PatchAvailable"
11537,"Apache httpd-2","Core","bugs","CLOSED","INVALID","Error Log shows (32)Broken pipe: core_output_filter: writing data to the network","2004-11-16 19:05:39","P3","minor","dxmwml","http://wally.rit.edu","2.0.39",
11540,"Apache httpd-2","mod_proxy","bugs","RESOLVED","FIXED","ProxyTimeout ignored","2007-07-25 13:01:38","P3","normal","cv",,"2.0-HEAD","PatchAvailable"
11558,"Apache httpd-2","Core","bugs","CLOSED","INVALID","Error in vhost.c when using mod_ssl","2004-11-16 19:05:39","P3","normal","Jean-Luc.Oms",,"2.0.39",
11580,"Apache httpd-2","mod_dir","bugs","REOPENED","---","generate Content-Location headers","2008-06-13 09:18:06","P3","enhancement","bugs.apache.org",,"2.0.39",
11587,"Apache httpd-2","All","bugs","CLOSED","INVALID","Parent: Marked listeners as not inheritable.","2005-03-20 17:06:12","P3","critical","roman_salis",,"2.0.39",
11600,"Apache httpd-2","mod_cgi","bugs","CLOSED","INVALID","Error: The system cannot find the file specified","2005-03-20 17:06:12","P3","major","Syn0P","http:// (LAN)","2.0.39",
11601,"Apache httpd-2","Core","bugs","CLOSED","FIXED","Failed request with 'Range' header does not return an error reply","2004-11-16 19:05:39","P3","major","mjd-apache-bugzilla+","http://perl.plover.com/nosuchfileasthis","2.0.40",
11602,"Apache httpd-2","mod_actions","bugs","CLOSED","DUPLICATE","REMOTE_USER variable lost in conjunction with Script directive","2004-11-16 19:05:39","P3","minor","mjd-apache-bugzilla+",,"2.0.39","PatchAvailable"
11606,"Apache httpd-2","All","bugs","CLOSED","FIXED","4 compile warnings when compiling 2.0.40 in win32 (using VC6 sp5)","2005-03-20 17:06:12","P3","normal","apachez",,"2.0.40",
11608,"Apache httpd-2","Other Modules","bugs","CLOSED","DUPLICATE","Apache fails to start. (winnt_accept: Asynchronous AcceptEx failed)","2005-03-20 17:06:12","P1","blocker","clomax",,"2.0.42",
11610,"Apache httpd-2","All","bugs","CLOSED","WORKSFORME","Navigator pages truncated at 8192 bytes","2005-03-20 17:06:12","P3","critical","dshort",,"2.0.39",
11615,"Apache httpd-2","All","bugs","CLOSED","INVALID","Loglevel is ignored on windows","2005-03-20 17:06:12","P3","normal","chris-d",,"2.0.40",
11618,"Apache httpd-2","mod_proxy","bugs","CLOSED","DUPLICATE","mod_rewrite removes Chunked headers and byte lengths on reverse proxy.","2004-11-26 01:01:29","P3","major","siberian",,"2.0.40",
11621,"Apache httpd-2","Other Modules","bugs","CLOSED","INVALID","Apache won't load mod_perl","2005-03-20 17:06:12","P3","normal","Seba_B",,"2.0.40",
11635,"Apache httpd-2","All","bugs","CLOSED","FIXED","Installer fails to display license agreement","2004-11-16 19:05:39","P3","minor","bill",,"2.0.40",
11637,"Apache httpd-2","mod_dav","bugs","CLOSED","FIXED","PROPFIND returns invalid XML","2004-11-16 19:05:39","P3","normal","eurrow",,"2.0.43",
11638,"Apache httpd-2","Other Modules","bugs","CLOSED","DUPLICATE","2.0.40 MSI Installation problems","2005-03-20 17:06:12","P3","normal","mc",,"2.0.40",
